text,tag,is_diff,relabel_intent,older_intents,is_confuse,orlder_tag
giảm hộ anh đèn sưởi 1 ở phòng thực hành 2 2 phần trăm,O O O B-devicedevice I-devicedevice I-devicedevice O B-roomroom I-roomroom I-roomroom I-roomroom B-change-valuesyspercentage I-change-valuesyspercentage I-change-valuesyspercentage,0,smart.home.decrease.percentage,smart.home.decrease.percentage,0,O O O B-devicedevice I-devicedevice I-devicedevice O B-roomroom I-roomroom I-roomroom I-roomroom B-change-valuesyspercentage I-change-valuesyspercentage I-change-valuesyspercentage
device bóng treo tường thứ 2 room phòng giặt ủi phần trăm 21 phần trăm,O B-devicedevice I-devicedevice I-devicedevice I-devicedevice I-devicedevice O B-roomroom I-roomroom I-roomroom O O B-change-valuesyspercentage I-change-valuesyspercentage I-change-valuesyspercentage,0,smart.home.decrease.percentage,smart.home.decrease.percentage,0,O B-devicedevice I-devicedevice I-devicedevice I-devicedevice I-devicedevice O B-roomroom I-roomroom I-roomroom O O B-change-valuesyspercentage I-change-valuesyspercentage I-change-valuesyspercentage
bạn giảm cho mình âm thanh đa vùng thứ 1 được không mình thấy hơi bị sáng quá,O O O O B-devicedevice I-devicedevice I-devicedevice I-devicedevice I-devicedevice I-devicedevice O O O O O O O O,True,smart.home.decrease.level,smart.home.decrease.percentage,1111111111111111,O O O O B-devicedevice I-devicedevice I-devicedevice I-devicedevice I-devicedevice I-devicedevice O O O O O O O O
giảm bóng huỳnh quang 3 ở phòng ngủ các con xuống 5 phần trăm cho mình với,O B-devicedevice I-devicedevice I-devicedevice I-devicedevice O B-roomroom I-roomroom I-roomroom I-roomroom O B-change-valuesyspercentage I-change-valuesyspercentage I-change-valuesyspercentage O O O,0,smart.home.decrease.percentage,smart.home.decrease.percentage,0,O B-devicedevice I-devicedevice I-devicedevice I-devicedevice O B-roomroom I-roomroom I-roomroom I-roomroom O B-change-valuesyspercentage I-change-valuesyspercentage I-change-valuesyspercentage O O O
tôi cần giảm đi mành cuốn 3 tầng thượng 3 đi 24 phần trăm,O O B-commandcommand I-commandcommand B-devicedevice I-devicedevice I-devicedevice B-floornumberfloornumber I-floornumberfloornumber I-floornumberfloornumber O B-change-valuesyspercentage I-change-valuesyspercentage I-change-valuesyspercentage,0,smart.home.decrease.percentage,smart.home.decrease.percentage,0,O O B-commandcommand I-commandcommand B-devicedevice I-devicedevice I-devicedevice B-floornumberfloornumber I-floornumberfloornumber I-floornumberfloornumber O B-change-valuesyspercentage I-change-valuesyspercentage I-change-valuesyspercentage
thôi vào việc nhé màn cửa nhìn ngứa mắt quá giảm cho anh xuống 9 phần trăm nhé à cái loa nhé,O O O O O O O O O O O O O O B-change-valuesyspercentage I-change-valuesyspercentage I-change-valuesyspercentage O O O B-devicedevice O,0,smart.home.decrease.percentage,smart.home.decrease.percentage,0,O O O O O O O O O O O O O O B-change-valuesyspercentage I-change-valuesyspercentage I-change-valuesyspercentage O O O B-devicedevice O
giảm giúp tôi độ sáng rèm ngang 3 ngoài phòng thí nghiệm xuống với,O O O O O B-devicedevice I-devicedevice I-devicedevice O B-roomroom I-roomroom I-roomroom O O,True,smart.home.decrease.level,smart.home.decrease.percentage,1111111111111111,O O O O O B-devicedevice I-devicedevice I-devicedevice O B-roomroom I-roomroom I-roomroom O O
giảm độ sáng bóng sưởi thứ 4 ấy trợ lý ảo nó sáng quá,O O O B-devicedevice I-devicedevice I-devicedevice I-devicedevice O O O O O O O,True,smart.home.decrease.level,smart.home.decrease.percentage,1111111111111111,O O O B-devicedevice I-devicedevice I-devicedevice I-devicedevice O O O O O O O
giảm đi độ sáng phòng giặt ủi 1 đi 11 phần trăm,B-commandcommand I-commandcommand O O B-roomroom I-roomroom I-roomroom I-roomroom O B-change-valuesyspercentage I-change-valuesyspercentage I-change-valuesyspercentage,0,smart.home.decrease.percentage,smart.home.decrease.percentage,0,B-commandcommand I-commandcommand O O B-roomroom I-roomroom I-roomroom I-roomroom O B-change-valuesyspercentage I-change-valuesyspercentage I-change-valuesyspercentage
có thể hạ thấp đèn rọi thứ 2 đỡ đi 3 phần trăm không,O O B-commandcommand I-commandcommand B-devicedevice I-devicedevice I-devicedevice I-devicedevice O O B-change-valuesyspercentage I-change-valuesyspercentage I-change-valuesyspercentage O,0,smart.home.decrease.percentage,smart.home.decrease.percentage,0,O O B-commandcommand I-commandcommand B-devicedevice I-devicedevice I-devicedevice I-devicedevice O O B-change-valuesyspercentage I-change-valuesyspercentage I-change-valuesyspercentage O
device đèn nhiều màu room phòng chung 2 phần trăm 3 phần trăm,O B-devicedevice I-devicedevice I-devicedevice O B-roomroom I-roomroom I-roomroom O O B-change-valuesyspercentage I-change-valuesyspercentage I-change-valuesyspercentage,0,smart.home.decrease.percentage,smart.home.decrease.percentage,0,O B-devicedevice I-devicedevice I-devicedevice O B-roomroom I-roomroom I-roomroom O O B-change-valuesyspercentage I-change-valuesyspercentage I-change-valuesyspercentage
giảm độ sáng công ty đi 16 phần trăm,B-commandcommand O O B-roomroom I-roomroom O B-change-valuesyspercentage I-change-valuesyspercentage I-change-valuesyspercentage,0,smart.home.decrease.percentage,smart.home.decrease.percentage,0,B-commandcommand O O B-roomroom I-roomroom O B-change-valuesyspercentage I-change-valuesyspercentage I-change-valuesyspercentage
cho mình giảm bóng học thứ 1 ở ga ra 5 mức 10 phần trăm,O O O B-devicedevice I-devicedevice I-devicedevice I-devicedevice O B-roomroom I-roomroom I-roomroom O B-change-valuesyspercentage I-change-valuesyspercentage I-change-valuesyspercentage,0,smart.home.decrease.percentage,smart.home.decrease.percentage,0,O O O B-devicedevice I-devicedevice I-devicedevice I-devicedevice O B-roomroom I-roomroom I-roomroom O B-change-valuesyspercentage I-change-valuesyspercentage I-change-valuesyspercentage
giảm độ sáng đèn tròn 4 ấy trợ lý ảo nó sáng quá,O O O B-devicedevice I-devicedevice I-devicedevice O O O O O O O,True,smart.home.decrease.level,smart.home.decrease.percentage,1111111111111111,O O O B-devicedevice I-devicedevice I-devicedevice O O O O O O O
giảm bớt đèn lồng thứ 4 vườn 5 xuống 11 phần trăm nữa,B-commandcommand I-commandcommand B-devicedevice I-devicedevice I-devicedevice I-devicedevice B-roomroom I-roomroom O B-change-valuesyspercentage I-change-valuesyspercentage I-change-valuesyspercentage O,0,smart.home.decrease.percentage,smart.home.decrease.percentage,0,B-commandcommand I-commandcommand B-devicedevice I-devicedevice I-devicedevice I-devicedevice B-roomroom I-roomroom O B-change-valuesyspercentage I-change-valuesyspercentage I-change-valuesyspercentage O
đèn vách 1 phòng bếp 4 hạ thấp 15 phần trăm,B-devicedevice I-devicedevice I-devicedevice B-roomroom I-roomroom I-roomroom B-commandcommand I-commandcommand B-final-valuesyspercentage I-final-valuesyspercentage I-final-valuesyspercentage,0,smart.home.decrease.percentage,smart.home.decrease.percentage,0,B-devicedevice I-devicedevice I-devicedevice B-roomroom I-roomroom I-roomroom B-commandcommand I-commandcommand B-final-valuesyspercentage I-final-valuesyspercentage I-final-valuesyspercentage
giảm cho mình ti vi thứ 3 ở đại sảnh xuống 20 phần trăm nhé,O O O B-devicedevice I-devicedevice I-devicedevice I-devicedevice O B-roomroom I-roomroom O B-change-valuesyspercentage I-change-valuesyspercentage I-change-valuesyspercentage O,0,smart.home.decrease.percentage,smart.home.decrease.percentage,0,O O O B-devicedevice I-devicedevice I-devicedevice I-devicedevice O B-roomroom I-roomroom O B-change-valuesyspercentage I-change-valuesyspercentage I-change-valuesyspercentage O
giúp mình giảm đèn vườn xuống 27 phần trăm với ạ,O O O B-devicedevice I-devicedevice O B-change-valuesyspercentage I-change-valuesyspercentage I-change-valuesyspercentage O O,0,smart.home.decrease.percentage,smart.home.decrease.percentage,0,O O O B-devicedevice I-devicedevice O B-change-valuesyspercentage I-change-valuesyspercentage I-change-valuesyspercentage O O
giảm loa còi thứ 4 về 15 phần trăm ở phòng lễ tân,O B-devicedevice I-devicedevice I-devicedevice I-devicedevice O B-change-valuesyspercentage I-change-valuesyspercentage I-change-valuesyspercentage O B-roomroom I-roomroom I-roomroom,0,smart.home.decrease.percentage,smart.home.decrease.percentage,0,O B-devicedevice I-devicedevice I-devicedevice I-devicedevice O B-change-valuesyspercentage I-change-valuesyspercentage I-change-valuesyspercentage O B-roomroom I-roomroom I-roomroom
giảm giúp mình bóng ốp trần 1 nhé,O O O B-devicedevice I-devicedevice I-devicedevice I-devicedevice O,True,smart.home.decrease.level,smart.home.decrease.percentage,1111111111111111,O O O B-devicedevice I-devicedevice I-devicedevice I-devicedevice O
giảm giúp mình cảnh tại nhà tắm 4 xuống 13 phần trăm nhé,O O O B-devicedevice O B-roomroom I-roomroom I-roomroom O B-change-valuesyspercentage I-change-valuesyspercentage I-change-valuesyspercentage O,0,smart.home.decrease.percentage,smart.home.decrease.percentage,0,O O O B-devicedevice O B-roomroom I-roomroom I-roomroom O B-change-valuesyspercentage I-change-valuesyspercentage I-change-valuesyspercentage O
cho cái bóng hắt tường thứ 3 xuống 7 phần trăm hộ tôi với,O O B-devicedevice I-devicedevice I-devicedevice I-devicedevice I-devicedevice O B-change-valuesyspercentage I-change-valuesyspercentage I-change-valuesyspercentage O O O,0,smart.home.decrease.percentage,smart.home.decrease.percentage,0,O O B-devicedevice I-devicedevice I-devicedevice I-devicedevice I-devicedevice O B-change-valuesyspercentage I-change-valuesyspercentage I-change-valuesyspercentage O O O
tôi đang cần giảm mức độ đèn bóng trần phòng thu,O O O O O O O O O B-roomroom I-roomroom,True,smart.home.decrease.level,smart.home.decrease.percentage,1111111111111111,O O O O O O O O O B-roomroom I-roomroom
giảm giúp tôi độ sáng bóng trang trí thứ 3 ngoài phòng thay đồ xuống với,O O O O O B-devicedevice I-devicedevice I-devicedevice I-devicedevice I-devicedevice O B-roomroom I-roomroom I-roomroom O O,True,smart.home.decrease.level,smart.home.decrease.percentage,1111111111111111,O O O O O B-devicedevice I-devicedevice I-devicedevice I-devicedevice I-devicedevice O B-roomroom I-roomroom I-roomroom O O
giảm giúp mình điện thứ 3 nhé,O O O B-devicedevice I-devicedevice I-devicedevice O,True,smart.home.decrease.level,smart.home.decrease.percentage,1111111111111111,O O O B-devicedevice I-devicedevice I-devicedevice O
giúp tôi hạ thấp bóng đứng phòng lễ tân xuống 22 phần trăm,O O B-commandcommand I-commandcommand B-devicedevice I-devicedevice B-roomroom I-roomroom I-roomroom O B-final-valuesyspercentage I-final-valuesyspercentage I-final-valuesyspercentage,0,smart.home.decrease.percentage,smart.home.decrease.percentage,0,O O B-commandcommand I-commandcommand B-devicedevice I-devicedevice B-roomroom I-roomroom I-roomroom O B-final-valuesyspercentage I-final-valuesyspercentage I-final-valuesyspercentage
giảm hộ mình đèn đứng 4 xuống 3 phần trăm nhé,O O O B-devicedevice I-devicedevice I-devicedevice O B-change-valuesyspercentage I-change-valuesyspercentage I-change-valuesyspercentage O,0,smart.home.decrease.percentage,smart.home.decrease.percentage,0,O O O B-devicedevice I-devicedevice I-devicedevice O B-change-valuesyspercentage I-change-valuesyspercentage I-change-valuesyspercentage O
đèn đứng thứ 4 cổng chính hạ thấp 23 phần trăm,B-devicedevice I-devicedevice I-devicedevice I-devicedevice B-roomroom I-roomroom B-commandcommand I-commandcommand B-final-valuesyspercentage I-final-valuesyspercentage I-final-valuesyspercentage,0,smart.home.decrease.percentage,smart.home.decrease.percentage,0,B-devicedevice I-devicedevice I-devicedevice I-devicedevice B-roomroom I-roomroom B-commandcommand I-commandcommand B-final-valuesyspercentage I-final-valuesyspercentage I-final-valuesyspercentage
thôi vào việc nhé màn cửa nhìn ngứa mắt quá giảm cho anh xuống 8 phần trăm nhé à cái rèm đơn nhé,O O O O O O O O O O O O O O B-change-valuesyspercentage I-change-valuesyspercentage I-change-valuesyspercentage O O O B-devicedevice I-devicedevice O,0,smart.home.decrease.percentage,smart.home.decrease.percentage,0,O O O O O O O O O O O O O O B-change-valuesyspercentage I-change-valuesyspercentage I-change-valuesyspercentage O O O B-devicedevice I-devicedevice O
bóng trụ cổng 3 phòng trẻ em nên được hạ xuống xuống mức 9 phần trăm,B-devicedevice I-devicedevice I-devicedevice I-devicedevice B-roomroom I-roomroom I-roomroom O O B-commandcommand I-commandcommand O O B-final-valuesyspercentage I-final-valuesyspercentage I-final-valuesyspercentage,0,smart.home.decrease.percentage,smart.home.decrease.percentage,0,B-devicedevice I-devicedevice I-devicedevice I-devicedevice B-roomroom I-roomroom I-roomroom O O B-commandcommand I-commandcommand O O B-final-valuesyspercentage I-final-valuesyspercentage I-final-valuesyspercentage
led ở nhà vệ sinh về 29 phần trăm,B-devicedevice O B-roomroom I-roomroom I-roomroom O B-change-valuesyspercentage I-change-valuesyspercentage I-change-valuesyspercentage,0,smart.home.decrease.percentage,smart.home.decrease.percentage,0,B-devicedevice O B-roomroom I-roomroom I-roomroom O B-change-valuesyspercentage I-change-valuesyspercentage I-change-valuesyspercentage
hello giảm giúp mình bóng thứ 3 ở phòng sếp xuống 14 phần trăm nhé,O O O O B-devicedevice I-devicedevice I-devicedevice O B-roomroom I-roomroom O B-change-valuesyspercentage I-change-valuesyspercentage I-change-valuesyspercentage O,0,smart.home.decrease.percentage,smart.home.decrease.percentage,0,O O O O B-devicedevice I-devicedevice I-devicedevice O B-roomroom I-roomroom O B-change-valuesyspercentage I-change-valuesyspercentage I-change-valuesyspercentage O
giảm độ sáng bóng tiết kiệm điện thứ 4 ấy trợ lý ảo nó sáng quá,O O O B-devicedevice I-devicedevice I-devicedevice I-devicedevice I-devicedevice I-devicedevice O O O O O O O,True,smart.home.decrease.level,smart.home.decrease.percentage,1111111111111111,O O O B-devicedevice I-devicedevice I-devicedevice I-devicedevice I-devicedevice I-devicedevice O O O O O O O
thôi vào việc nhé màn cửa nhìn ngứa mắt quá giảm cho anh xuống 5 phần trăm nhé à cái mành đôi 2 nhé,O O O O O O O O O O O O O O B-change-valuesyspercentage I-change-valuesyspercentage I-change-valuesyspercentage O O O B-devicedevice I-devicedevice I-devicedevice O,0,smart.home.decrease.percentage,smart.home.decrease.percentage,0,O O O O O O O O O O O O O O B-change-valuesyspercentage I-change-valuesyspercentage I-change-valuesyspercentage O O O B-devicedevice I-devicedevice I-devicedevice O
đèn cây 1 ở phòng bố mẹ về 16 phần trăm,B-devicedevice I-devicedevice I-devicedevice O B-roomroom I-roomroom I-roomroom O B-change-valuesyspercentage I-change-valuesyspercentage I-change-valuesyspercentage,0,smart.home.decrease.percentage,smart.home.decrease.percentage,0,B-devicedevice I-devicedevice I-devicedevice O B-roomroom I-roomroom I-roomroom O B-change-valuesyspercentage I-change-valuesyspercentage I-change-valuesyspercentage
có thể giảm bớt công tắc 1 đỡ đi 24 phần trăm không,O O B-commandcommand I-commandcommand B-devicedevice I-devicedevice I-devicedevice O O B-change-valuesyspercentage I-change-valuesyspercentage I-change-valuesyspercentage O,0,smart.home.decrease.percentage,smart.home.decrease.percentage,0,O O B-commandcommand I-commandcommand B-devicedevice I-devicedevice I-devicedevice O O B-change-valuesyspercentage I-change-valuesyspercentage I-change-valuesyspercentage O
có thể hạ thấp tvs 1 đỡ đi 14 phần trăm không,O O B-commandcommand I-commandcommand B-devicedevice I-devicedevice O O B-change-valuesyspercentage I-change-valuesyspercentage I-change-valuesyspercentage O,0,smart.home.decrease.percentage,smart.home.decrease.percentage,0,O O B-commandcommand I-commandcommand B-devicedevice I-devicedevice O O B-change-valuesyspercentage I-change-valuesyspercentage I-change-valuesyspercentage O
giảm bóng treo tường 1 ở phòng ông bà 2 xuống 17 phần trăm cho mình với,O B-devicedevice I-devicedevice I-devicedevice I-devicedevice O B-roomroom I-roomroom I-roomroom I-roomroom O B-change-valuesyspercentage I-change-valuesyspercentage I-change-valuesyspercentage O O O,0,smart.home.decrease.percentage,smart.home.decrease.percentage,0,O B-devicedevice I-devicedevice I-devicedevice I-devicedevice O B-roomroom I-roomroom I-roomroom I-roomroom O B-change-valuesyspercentage I-change-valuesyspercentage I-change-valuesyspercentage O O O
hạ xuống độ sáng phòng vệ sinh 2 đi 4 phần trăm,B-commandcommand I-commandcommand O O B-roomroom I-roomroom I-roomroom I-roomroom O B-change-valuesyspercentage I-change-valuesyspercentage I-change-valuesyspercentage,0,smart.home.decrease.percentage,smart.home.decrease.percentage,0,B-commandcommand I-commandcommand O O B-roomroom I-roomroom I-roomroom I-roomroom O B-change-valuesyspercentage I-change-valuesyspercentage I-change-valuesyspercentage
cho mình giảm loa còi thứ 4 với,O O O B-devicedevice I-devicedevice I-devicedevice I-devicedevice O,True,smart.home.decrease.level,smart.home.decrease.percentage,1111111111111111,O O O B-devicedevice I-devicedevice I-devicedevice I-devicedevice O
có thể hạ thấp van nước thứ 2 đỡ đi 22 phần trăm không,O O B-commandcommand I-commandcommand B-devicedevice I-devicedevice I-devicedevice I-devicedevice O O B-change-valuesyspercentage I-change-valuesyspercentage I-change-valuesyspercentage O,0,smart.home.decrease.percentage,smart.home.decrease.percentage,0,O O B-commandcommand I-commandcommand B-devicedevice I-devicedevice I-devicedevice I-devicedevice O O B-change-valuesyspercentage I-change-valuesyspercentage I-change-valuesyspercentage O
cho cái đèn sưởi thứ 4 xuống 17 phần trăm hộ tôi với,O O B-devicedevice I-devicedevice I-devicedevice I-devicedevice O B-change-valuesyspercentage I-change-valuesyspercentage I-change-valuesyspercentage O O O,0,smart.home.decrease.percentage,smart.home.decrease.percentage,0,O O B-devicedevice I-devicedevice I-devicedevice I-devicedevice O B-change-valuesyspercentage I-change-valuesyspercentage I-change-valuesyspercentage O O O
hạ độ sáng nóng lạnh 1 xuống 50 phần trăm,B-commandcommand O O B-devicedevice I-devicedevice I-devicedevice O B-final-valuesyspercentage I-final-valuesyspercentage I-final-valuesyspercentage,0,smart.home.decrease.percentage,smart.home.decrease.percentage,0,B-commandcommand O O B-devicedevice I-devicedevice I-devicedevice O B-final-valuesyspercentage I-final-valuesyspercentage I-final-valuesyspercentage
giảm bớt độ sáng tủ giữ đồ 2 đi 14 phần trăm,B-commandcommand I-commandcommand O O B-roomroom I-roomroom I-roomroom I-roomroom O B-change-valuesyspercentage I-change-valuesyspercentage I-change-valuesyspercentage,0,smart.home.decrease.percentage,smart.home.decrease.percentage,0,B-commandcommand I-commandcommand O O B-roomroom I-roomroom I-roomroom I-roomroom O B-change-valuesyspercentage I-change-valuesyspercentage I-change-valuesyspercentage
cho cái kịch bản 2 xuống 4 phần trăm hộ tôi với,O O B-devicedevice I-devicedevice I-devicedevice O B-change-valuesyspercentage I-change-valuesyspercentage I-change-valuesyspercentage O O O,0,smart.home.decrease.percentage,smart.home.decrease.percentage,0,O O B-devicedevice I-devicedevice I-devicedevice O B-change-valuesyspercentage I-change-valuesyspercentage I-change-valuesyspercentage O O O
giảm hộ mình bóng kiểng thứ 2 xuống 7 phần trăm nhé,O O O B-devicedevice I-devicedevice I-devicedevice I-devicedevice O B-change-valuesyspercentage I-change-valuesyspercentage I-change-valuesyspercentage O,0,smart.home.decrease.percentage,smart.home.decrease.percentage,0,O O O B-devicedevice I-devicedevice I-devicedevice I-devicedevice O B-change-valuesyspercentage I-change-valuesyspercentage I-change-valuesyspercentage O
có thể hạ hắt trần thứ 3 đỡ đi 8 phần trăm không,O O B-commandcommand B-devicedevice I-devicedevice I-devicedevice I-devicedevice O O B-change-valuesyspercentage I-change-valuesyspercentage I-change-valuesyspercentage O,0,smart.home.decrease.percentage,smart.home.decrease.percentage,0,O O B-commandcommand B-devicedevice I-devicedevice I-devicedevice I-devicedevice O O B-change-valuesyspercentage I-change-valuesyspercentage I-change-valuesyspercentage O
giảm giúp mình loa đài thứ 3 nhé,O O O B-devicedevice I-devicedevice I-devicedevice I-devicedevice O,True,smart.home.decrease.level,smart.home.decrease.percentage,1111111111111111,O O O B-devicedevice I-devicedevice I-devicedevice I-devicedevice O
hạ xuống loa thứ 4 ga ra 3 xuống 11 phần trăm nữa,B-commandcommand I-commandcommand B-devicedevice I-devicedevice I-devicedevice B-roomroom I-roomroom I-roomroom O B-change-valuesyspercentage I-change-valuesyspercentage I-change-valuesyspercentage O,0,smart.home.decrease.percentage,smart.home.decrease.percentage,0,B-commandcommand I-commandcommand B-devicedevice I-devicedevice I-devicedevice B-roomroom I-roomroom I-roomroom O B-change-valuesyspercentage I-change-valuesyspercentage I-change-valuesyspercentage O
mình cần sự trợ giúp trong việc giảm đèn học,O O O O O O O O B-devicedevice I-devicedevice,True,smart.home.decrease.level,smart.home.decrease.percentage,1111111111111111,O O O O O O O O B-devicedevice I-devicedevice
hello giảm giúp mình loa còi 3 ở phòng em nhỏ 3 xuống 28 phần trăm nhé,O O O O B-devicedevice I-devicedevice I-devicedevice O B-roomroom I-roomroom I-roomroom I-roomroom O B-change-valuesyspercentage I-change-valuesyspercentage I-change-valuesyspercentage O,0,smart.home.decrease.percentage,smart.home.decrease.percentage,0,O O O O B-devicedevice I-devicedevice I-devicedevice O B-roomroom I-roomroom I-roomroom I-roomroom O B-change-valuesyspercentage I-change-valuesyspercentage I-change-valuesyspercentage O
giảm bóng để bàn thứ 2 thư viện 29 phần trăm,O B-devicedevice I-devicedevice I-devicedevice I-devicedevice I-devicedevice B-roomroom I-roomroom B-change-valuesyspercentage I-change-valuesyspercentage I-change-valuesyspercentage,0,smart.home.decrease.percentage,smart.home.decrease.percentage,0,O B-devicedevice I-devicedevice I-devicedevice I-devicedevice I-devicedevice B-roomroom I-roomroom B-change-valuesyspercentage I-change-valuesyspercentage I-change-valuesyspercentage
mành cuốn thứ 2 sảnh hạ thấp 47 phần trăm,B-devicedevice I-devicedevice I-devicedevice I-devicedevice B-roomroom B-commandcommand I-commandcommand B-final-valuesyspercentage I-final-valuesyspercentage I-final-valuesyspercentage,0,smart.home.decrease.percentage,smart.home.decrease.percentage,0,B-devicedevice I-devicedevice I-devicedevice I-devicedevice B-roomroom B-commandcommand I-commandcommand B-final-valuesyspercentage I-final-valuesyspercentage I-final-valuesyspercentage
tôi đang cần giảm mức độ đèn bóng trần phòng đọc,O O O O O O O O O B-roomroom I-roomroom,True,smart.home.decrease.level,smart.home.decrease.percentage,1111111111111111,O O O O O O O O O B-roomroom I-roomroom
giảm đi rèm cửa xuống mức độ sáng 1 phần trăm,B-commandcommand I-commandcommand B-devicedevice I-devicedevice O O O O B-final-valuesyspercentage I-final-valuesyspercentage I-final-valuesyspercentage,0,smart.home.decrease.percentage,smart.home.decrease.percentage,0,B-commandcommand I-commandcommand B-devicedevice I-devicedevice O O O O B-final-valuesyspercentage I-final-valuesyspercentage I-final-valuesyspercentage
giảm hộ anh bóng học thứ 1 ở phòng dành cho nam 4 3 phần trăm,O O O B-devicedevice I-devicedevice I-devicedevice I-devicedevice O B-roomroom I-roomroom I-roomroom I-roomroom I-roomroom B-change-valuesyspercentage I-change-valuesyspercentage I-change-valuesyspercentage,0,smart.home.decrease.percentage,smart.home.decrease.percentage,0,O O O B-devicedevice I-devicedevice I-devicedevice I-devicedevice O B-roomroom I-roomroom I-roomroom I-roomroom I-roomroom B-change-valuesyspercentage I-change-valuesyspercentage I-change-valuesyspercentage
giảm thiết bị bóng tiết kiệm điện thứ 3 cho tôi với,O O O B-devicedevice I-devicedevice I-devicedevice I-devicedevice I-devicedevice I-devicedevice O O O,True,smart.home.decrease.level,smart.home.decrease.percentage,1111111111111111,O O O B-devicedevice I-devicedevice I-devicedevice I-devicedevice I-devicedevice I-devicedevice O O O
giảm cho mình đèn cây 4 ở phòng em bé xuống 20 phần trăm nhé,O O O B-devicedevice I-devicedevice I-devicedevice O B-roomroom I-roomroom I-roomroom O B-change-valuesyspercentage I-change-valuesyspercentage I-change-valuesyspercentage O,0,smart.home.decrease.percentage,smart.home.decrease.percentage,0,O O O B-devicedevice I-devicedevice I-devicedevice O B-roomroom I-roomroom I-roomroom O B-change-valuesyspercentage I-change-valuesyspercentage I-change-valuesyspercentage O
ok bạn ơi giảm cho mình đèn treo tường 4 xuống 23 phần trăm nhé,O O O O O O B-devicedevice I-devicedevice I-devicedevice I-devicedevice O B-change-valuesyspercentage I-change-valuesyspercentage I-change-valuesyspercentage O,0,smart.home.decrease.percentage,smart.home.decrease.percentage,0,O O O O O O B-devicedevice I-devicedevice I-devicedevice I-devicedevice O B-change-valuesyspercentage I-change-valuesyspercentage I-change-valuesyspercentage O
cho mình giảm bóng đứng 3 với,O O O B-devicedevice I-devicedevice I-devicedevice O,True,smart.home.decrease.level,smart.home.decrease.percentage,1111111111111111,O O O B-devicedevice I-devicedevice I-devicedevice O
giảm độ sáng phòng là 1 đi 30 phần trăm,B-commandcommand O O B-roomroom I-roomroom I-roomroom O B-change-valuesyspercentage I-change-valuesyspercentage I-change-valuesyspercentage,0,smart.home.decrease.percentage,smart.home.decrease.percentage,0,B-commandcommand O O B-roomroom I-roomroom I-roomroom O B-change-valuesyspercentage I-change-valuesyspercentage I-change-valuesyspercentage
giảm rèm đôi ở phòng là xuống 26 phần trăm cho mình với,O B-devicedevice I-devicedevice O B-roomroom I-roomroom O B-change-valuesyspercentage I-change-valuesyspercentage I-change-valuesyspercentage O O O,0,smart.home.decrease.percentage,smart.home.decrease.percentage,0,O B-devicedevice I-devicedevice O B-roomroom I-roomroom O B-change-valuesyspercentage I-change-valuesyspercentage I-change-valuesyspercentage O O O
quạt 3 sân trước nên được hạ xuống xuống mức 30 phần trăm,B-devicedevice I-devicedevice B-roomroom I-roomroom O O B-commandcommand I-commandcommand O O B-final-valuesyspercentage I-final-valuesyspercentage I-final-valuesyspercentage,0,smart.home.decrease.percentage,smart.home.decrease.percentage,0,B-devicedevice I-devicedevice B-roomroom I-roomroom O O B-commandcommand I-commandcommand O O B-final-valuesyspercentage I-final-valuesyspercentage I-final-valuesyspercentage
giảm bớt hắt tường thứ 3 phòng nghiên cứu 3 xuống 2 phần trăm hộ tôi với,B-commandcommand I-commandcommand B-devicedevice I-devicedevice I-devicedevice I-devicedevice B-roomroom I-roomroom I-roomroom I-roomroom O B-final-valuesyspercentage I-final-valuesyspercentage I-final-valuesyspercentage O O O,0,smart.home.decrease.percentage,smart.home.decrease.percentage,0,B-commandcommand I-commandcommand B-devicedevice I-devicedevice I-devicedevice I-devicedevice B-roomroom I-roomroom I-roomroom I-roomroom O B-final-valuesyspercentage I-final-valuesyspercentage I-final-valuesyspercentage O O O
em làm ơn giúp tôi giảm rèm cửa thứ 2 xuống 1 phần trăm tôi hơi bị chói mắt,O O O O O O B-devicedevice I-devicedevice I-devicedevice I-devicedevice O B-change-valuesyspercentage I-change-valuesyspercentage I-change-valuesyspercentage O O O O O,0,smart.home.decrease.percentage,smart.home.decrease.percentage,0,O O O O O O B-devicedevice I-devicedevice I-devicedevice I-devicedevice O B-change-valuesyspercentage I-change-valuesyspercentage I-change-valuesyspercentage O O O O O
hãy giảm loa trong hè sau 4 xuống 29 phần trăm,O O B-devicedevice O B-roomroom I-roomroom I-roomroom O B-change-valuesyspercentage I-change-valuesyspercentage I-change-valuesyspercentage,0,smart.home.decrease.percentage,smart.home.decrease.percentage,0,O O B-devicedevice O B-roomroom I-roomroom I-roomroom O B-change-valuesyspercentage I-change-valuesyspercentage I-change-valuesyspercentage
đèn ngủ phòng sinh hoạt chung 2 nên được giảm bớt xuống mức 34 phần trăm,B-devicedevice I-devicedevice B-roomroom I-roomroom I-roomroom I-roomroom I-roomroom O O B-commandcommand I-commandcommand O O B-final-valuesyspercentage I-final-valuesyspercentage I-final-valuesyspercentage,0,smart.home.decrease.percentage,smart.home.decrease.percentage,0,B-devicedevice I-devicedevice B-roomroom I-roomroom I-roomroom I-roomroom I-roomroom O O B-commandcommand I-commandcommand O O B-final-valuesyspercentage I-final-valuesyspercentage I-final-valuesyspercentage
