text,tag,intent
chuyến bay nào rẻ nhất từ hà_nội đến thành_phố hồ_chí_minh,O O O B-cost_relative I-cost_relative O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name,flight
các chuyến bay và giá vé tương_ứng từ huế đến cần_thơ,O O O O O O O O B-fromloc.city_name O B-toloc.city_name,airfare#flight
có dịch_vụ xe limousine nào ở tuy_hoà,O O B-transport_type I-transport_type O O B-city_name,ground_service
tôi muốn đi từ hà_nội đến huế vào tối ngày thứ 7 vào khoảng 9 giờ,O O O O B-fromloc.city_name O B-toloc.city_name O B-depart_time.period_of_day B-depart_date.day_name I-depart_date.day_name I-depart_date.day_name O O B-depart_time.time I-depart_time.time,flight
tôi muốn một chuyến bay từ hải_phòng đến tuy_hoà khởi_hành vào buổi chiều thứ ba,O O O O O O B-fromloc.city_name O B-toloc.city_name O O B-depart_time.period_of_day I-depart_time.period_of_day B-depart_date.day_name I-depart_date.day_name,flight
bây_giờ tôi muốn có lịch_trình cho các chuyến bay vào sáng thứ ba từ cần_thơ à không từ đà_lạt đến hạ_long,O O O O B-flight_time O O O O O B-depart_time.period_of_day B-depart_date.day_name I-depart_date.day_name O B-fromloc.city_name O O O B-fromloc.city_name O B-toloc.city_name,flight_time
mã giá vé f có nghĩa là gì,O O O B-fare_basis_code O O O O,abbreviation
liệt_kê cho tôi tất_cả các hãng hàng_không có chuyến bay đến sân_bay quốc_tế đà_nẵng,O O O O O O O O O O O B-toloc.airport_name I-toloc.airport_name I-toloc.airport_name,airline
cho tôi biết các chuyến bay từ thành_phố hồ_chí_minh đến hạ_long,O O O O O O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name,flight
tìm cho tôi chuyến bay sớm nhất từ hạ_long đến seoul,O O O O O B-flight_mod I-flight_mod O B-fromloc.city_name O B-toloc.city_name,flight
cho tôi xem giá vé đắt nhất,O O O O O B-cost_relative I-cost_relative,airfare
vui_lòng liệt_kê tất_cả các chuyến bay trong ngày thứ ba từ đà_lạt đến hạ_long,O O O O O O O O B-depart_date.day_name I-depart_date.day_name O B-fromloc.city_name O B-toloc.city_name,flight
có hãng hàng_không nào có chuyến bay từ hà_nội dc và đà_lạt không,O O O O O O O O B-fromloc.city_name B-fromloc.state_code O B-fromloc.city_name O,airline
tôi muốn một chuyến bay từ thành_phố rạch_giá đến tuy_hoà và đến tuy_hoà vào cuối buổi chiều,O O O O O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name O O B-toloc.city_name O B-arrive_time.period_mod B-arrive_time.period_of_day I-arrive_time.period_of_day,flight
tất_cả các chuyến bay từ pleiku đến huế vào các ngày thứ tư,O O O O O B-fromloc.city_name O B-toloc.city_name O O O B-depart_date.day_name I-depart_date.day_name,flight
mã giá vé h nghĩa_là gì,O O O B-fare_basis_code O O,abbreviation
tôi có_thể có danh_sách các chuyến bay từ côn_đảo đến cam_ranh khánh_hoà vào thứ ba không,O O O O O O O O B-fromloc.city_name O B-toloc.city_name B-toloc.state_name O B-depart_date.day_name I-depart_date.day_name O,flight
cho tôi biết tất_cả các chuyến bay giữa thành_phố hồ_chí_minh và thành_phố vinh trong ngày 15 tháng 9,O O O O O O O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name I-toloc.city_name O B-depart_date.day_number I-depart_date.day_number B-depart_date.month_name I-depart_date.month_name,flight
cho tôi biết các chuyến bay từ huế đến hà_nội vào thứ năm,O O O O O O O B-fromloc.city_name O B-toloc.city_name O B-depart_date.day_name I-depart_date.day_name,flight
vui_lòng liệt_kê các chuyến bay từ hải_phòng đến đà_nẵng,O O O O O O B-fromloc.city_name O B-toloc.city_name,flight
tôi đang đi đến florence từ milan,O O O O B-fromloc.city_name O B-toloc.city_name,flight
tôi sẽ bay loại máy_bay nào nếu tôi đặt chuyến bay hạng nhất của hãng hàng_không jetstar từ thành_phố vinh đến đà_lạt,O O O O O O O O O O O B-class_type I-class_type O B-airline_name I-airline_name I-airline_name O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name,aircraft
bạn có chuyến bay nào từ hà_nội đến pisa không,O O O O O O B-fromloc.city_name O B-toloc.city_name O,flight
hạn_chế ap57 có nghĩa là gì,O B-restriction_code O O O O,restriction
vui_lòng liệt_kê các chuyến bay vietnam airlines giữa hà_nội và huế khởi_hành lúc 9 giờ sáng,O O O O O B-airline_name I-airline_name O B-fromloc.city_name O B-toloc.city_name O O B-depart_time.time I-depart_time.time I-depart_time.time,flight
sân_bay cách trung_tâm thành_phố buôn_ma_thuột bao_xa,O O O B-fromloc.city_name I-fromloc.city_name O,distance
cho tôi biết các chuyến bay buổi tối từ pleiku đến hạ_long,O O O O O O B-depart_time.period_of_day I-depart_time.period_of_day O B-fromloc.city_name O B-toloc.city_name,flight
các chuyến bay từ sài_gòn đến đồng_hới,O O O O B-fromloc.city_name O B-toloc.city_name,flight
giao_thông đường_bộ từ sân_bay ở hà_nội đến trung_tâm thành_phố hà_nội,O O O O O B-fromloc.city_name O O B-toloc.city_name I-toloc.city_name,ground_service
vietnam airlines có chuyến bay giữa hà_nội và stockholm không,B-airline_name I-airline_name O O O O B-fromloc.city_name O B-toloc.city_name O,flight
liệt_kê cho tôi các chuyến bay khứ_hồi từ hải_phòng đến đồng_hới,O O O O O O B-round_trip O B-fromloc.city_name O B-toloc.city_name,flight
các chuyến bay từ buôn_ma_thuột đến thanh_hoá,O O O O B-fromloc.city_name O B-toloc.city_name,flight
vietnam airlines có bay từ hà_nội đến zurich không,B-airline_name I-airline_name O O O B-fromloc.city_name O B-toloc.city_name O,flight
còn các chuyến bay từ đà_lạt đến hạ_long vào sáng thứ tư thì sao,O O O O O B-fromloc.city_name O B-toloc.city_name O B-depart_time.period_of_day B-depart_date.day_name I-depart_date.day_name O O,flight
ewr là gì,B-airport_code O O,abbreviation
cho tôi giá vé từ hạ_long đến đà_nẵng,O O O O O B-fromloc.city_name O B-toloc.city_name,airfare
tìm cho tôi một chuyến bay từ hạ_long đến đà_nẵng,O O O O O O O B-fromloc.city_name O B-toloc.city_name,flight
giá vé cho các chuyến bay từ huế đến hạ_long là bao_nhiêu,O O O O O O O B-fromloc.city_name O B-toloc.city_name O O,airfare
cung_cấp cho tôi biết các chuyến bay và giá vé vào ngày 27 tháng 12 từ hạ_long đến tuy_hoà,O O O O O O O O O O O B-depart_date.day_number I-depart_date.day_number B-depart_date.month_name I-depart_date.month_name O B-fromloc.city_name O B-toloc.city_name,airfare#flight
hiển_thị cho tôi biết tất_cả giá của các chuyến bay từ đà_nẵng đến đà_lạt,O O O O O O O O O O O B-fromloc.city_name O B-toloc.city_name,airfare
cho tôi xem các từ viết tắt của các hãng hàng_không,O O O O O O O O O O O,abbreviation
cho tôi biết tất_cả các chuyến bay của vietjet từ huế,O O O O O O O O B-airline_name O B-fromloc.city_name,flight
cho tôi biết các chuyến bay buổi tối đến đà_nẵng,O O O O O O B-depart_time.period_of_day I-depart_time.period_of_day O B-toloc.city_name,flight
vui_lòng cho tôi biết tất_cả các chuyến bay hạng nhất một_chiều từ hạ_long đến điện_biên_phủ,O O O O O O O O B-class_type I-class_type B-round_trip O B-fromloc.city_name O B-toloc.city_name,flight
có chuyến bay nào từ hà_nội đến bern dừng ở moscow không,O O O O O B-fromloc.city_name O B-toloc.city_name O O B-stoploc.city_name O,flight
cho tôi biết giá vé khứ_hồi hạng hai từ đà_nẵng đến đà_lạt,O O O O O B-round_trip B-class_type I-class_type O B-fromloc.city_name O B-toloc.city_name,airfare
chuyến bay muộn nhất từ thành_phố hồ_chí_minh đến hà_nội,O O B-flight_mod I-flight_mod O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name,flight
"chuyến bay từ thành_phố hồ_chí_minh đến hạ_long khởi_hành trước 8 giờ sáng , có chuyến bay nào như_vậy không",O O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name O B-depart_time.time_relative B-depart_time.time I-depart_time.time I-depart_time.time O O O O O O O,flight
cho tôi xem các chuyến bay buổi sáng từ thành_phố vinh đến đà_lạt,O O O O O O B-depart_time.period_of_day I-depart_time.period_of_day O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name,flight
bây_giờ vui_lòng cho tôi chuyến bay muộn nhất vào ngày_mai trên vna từ cà_mau đến cam_ranh,O O O O O O B-flight_mod I-flight_mod O B-depart_date.today_relative O B-airline_code O B-fromloc.city_name O B-toloc.city_name,flight
liệt_kê cho tôi tất_cả các chuyến bay đến sân_bay quốc_tế vân_đồn,O O O O O O O O B-toloc.airport_name I-toloc.airport_name I-toloc.airport_name,flight
bạn có_thể liệt_kê các chuyến bay sớm nhất từ đà_nẵng đến rạch_giá vào thứ năm không,O O O O O O B-flight_mod I-flight_mod O B-fromloc.city_name O B-toloc.city_name O B-depart_date.day_name I-depart_date.day_name O,flight
chuyến bay aa 459 khởi_hành lúc mấy giờ,O O B-airline_code B-flight_number O O O B-flight_time,flight_time
có những loại phương_tiện giao_thông đường_bộ nào để di_chuyển từ sân_bay phú bài đến trung_tâm thành_phố huế,O O O O O O O O O O B-fromloc.airport_name I-fromloc.airport_name I-fromloc.airport_name O O B-toloc.city_name I-toloc.city_name,ground_service
liệt_kê cho tôi tất_cả các chuyến bay từ london đến amsterdam rồi đến hồ_chí_minh,O O O O O O O O B-fromloc.city_name O B-toloc.city_name O O B-toloc.city_name,flight
tôi muốn đi từ đà_nẵng đến hải_phòng vào tối thứ tư ngày mùng hai tháng sáu,O O O O B-fromloc.city_name O B-toloc.city_name O B-depart_time.period_of_day B-depart_date.day_name I-depart_date.day_name B-depart_date.day_number I-depart_date.day_number I-depart_date.day_number B-depart_date.month_name I-depart_date.month_name,flight
chuyến bay qh 281 từ hà_nội đến cần_thơ dừng ở đâu,O O B-airline_code B-flight_number O B-fromloc.city_name O B-toloc.city_name B-flight_stop O O,flight
tôi muốn thời_gian chuyến bay sớm nhất từ hà_nội đến thành_phố vinh,O O B-flight_time O O B-flight_mod I-flight_mod O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name,flight_time
tôi muốn một chuyến bay buổi chiều từ denver colorado đến dallas texas,O O O O O B-depart_time.period_of_day I-depart_time.period_of_day O B-fromloc.city_name B-fromloc.state_name O B-toloc.city_name B-toloc.state_name,flight
có những chuyến bay nào còn trống từ kuala lumpur đến đà_nẵng vào ngày hai_mươi tháng bảy năm 2020,O O O O O O O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name O B-depart_date.day_number I-depart_date.day_number B-depart_date.month_name I-depart_date.month_name B-depart_date.year I-depart_date.year,flight
dfw có nghĩa là gì,B-airport_code O O O O,abbreviation
tôi muốn một chuyến bay buổi tối từ buôn_ma_thuột đến thanh_hoá vào ngày mùng ba tháng sáu,O O O O O B-depart_time.period_of_day I-depart_time.period_of_day O B-fromloc.city_name O B-toloc.city_name O B-depart_date.day_number I-depart_date.day_number I-depart_date.day_number B-depart_date.month_name I-depart_date.month_name,flight
cho tôi biết tất_cả các chuyến bay đến đà_lạt dưới 5 triệu đồng khứ_hồi,O O O O O O O O B-toloc.city_name B-cost_relative B-fare_amount I-fare_amount I-fare_amount B-round_trip,flight
cho tôi biết tất_cả các chuyến bay từ hà_nội đến huế và đến huế vào thứ tư trước 6 giờ,O O O O O O O O B-fromloc.city_name O B-toloc.city_name O O B-toloc.city_name O B-arrive_date.day_name I-arrive_date.day_name B-arrive_time.time_relative B-arrive_time.time I-arrive_time.time,flight
có chuyến bay không dừng nào từ thành_phố hồ_chí_minh đến hà_nội vào các ngày thứ năm không,O O O B-flight_stop I-flight_stop O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name O O O B-arrive_date.day_name I-arrive_date.day_name O,flight
có phương_tiện giao_thông đường_bộ từ sân_bay ở huế đến trung_tâm thành_phố không,O O O O O O O B-fromloc.city_name O O O O,ground_service
có phương_tiện giao_thông đường_bộ nào ở đà_lạt,O O O O O O B-city_name,ground_service
các chuyến bay từ đà_nẵng đến đà_lạt,O O O O B-fromloc.city_name O B-toloc.city_name,flight
các chuyến bay từ thành_phố hà_nội đến phú_quốc,O O O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name,flight
tôi muốn biết loại máy_bay khởi_hành từ hạ_long đến rạch_giá vào thứ_sáu tuần này,O O O O O O O B-fromloc.city_name O B-toloc.city_name O B-depart_date.day_name O O,aircraft
tôi muốn một chuyến bay tối mai từ pleiku đến thanh_hoá có bao_gồm bữa tối vào ngày_mai,O O O O O B-depart_time.period_of_day B-depart_date.today_relative O B-fromloc.city_name O B-toloc.city_name O O B-meal_description I-meal_description O B-depart_date.today_relative,flight
cho tôi danh_sách các chuyến bay giữa huế và cần_thơ,O O O O O O O B-fromloc.city_name O B-toloc.city_name,flight
"được rồi , tôi muốn tìm giá vé một_chiều rẻ nhất từ hà_nội đến huế",O O O O O O O O B-round_trip B-cost_relative I-cost_relative O B-fromloc.city_name O B-toloc.city_name,airfare
chuyến bay nào rẻ nhất từ buôn_ma_thuột đến hạ_long,O O O B-cost_relative I-cost_relative O B-fromloc.city_name O B-toloc.city_name,flight
hãng hàng_không nào có chuyến bay từ huế đến buôn_ma_thuột,O O O O O O O B-fromloc.city_name O B-toloc.city_name,airline
những hãng hàng_không nào bay giữa thành_phố hồ_chí_minh và huế,O O O O O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name,airline
các sân_bay ở london,O O O B-city_name,airport
tôi muốn có một chuyến bay từ hà_nội đến toronto với điểm dừng chân ở vancouver vào ngày mười_lăm tháng chín,O O O O O O O B-fromloc.city_name O B-toloc.city_name O O O O O B-stoploc.city_name O B-depart_date.day_number I-depart_date.day_number B-depart_date.month_name I-depart_date.month_name,flight
và làm cách nào tôi có_thể đến sân_bay hà_nội từ trung_tâm thành_phố hà_nội,O O O O O O O B-toloc.airport_name I-toloc.airport_name O O B-fromloc.city_name I-fromloc.city_name,ground_service
máy_bay nhỏ nhất bay từ kuala lumpur đến đà_nẵng vào lúc 8h16,O B-mod I-mod O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name O O B-depart_time.time,aircraft
"ở hạ_long , tôi muốn biết thông_tin về phương_tiện giao_thông đường_bộ",O B-city_name O O O O O O O O O,ground_service
liệt_kê tất_cả các chuyến bay khứ_hồi giữa hạ_long và tuy_hoà vào ngày 27 tháng 12,O O O O O B-round_trip O B-fromloc.city_name O B-toloc.city_name O B-depart_date.day_number I-depart_date.day_number B-depart_date.month_name I-depart_date.month_name,flight
cho tôi biết tất_cả các chuyến đi khứ_hồi từ hà_nội đến phú_quốc khởi_hành vào thứ ba,O O O O O O O B-round_trip O B-fromloc.city_name O B-toloc.city_name O O B-depart_date.day_name I-depart_date.day_name,flight
những phương_tiện giao_thông đường_bộ nào có_thể sử_dụng ở trùng_khánh,O O O O O O O O B-city_name,ground_service
làm cách nào để tôi đi từ hà_nội đến buôn_ma_thuột,O O O O O O O B-fromloc.city_name O B-toloc.city_name,flight
tôi cần một chuyến bay từ hà_nội đến buôn_ma_thuột khởi_hành vào sáng sớm,O O O O O O B-fromloc.city_name O B-toloc.city_name O O B-depart_time.period_of_day B-depart_time.period_mod,flight
cho tôi biết tất_cả các chuyến bay từ côn_đảo đến đồng_hới vào thứ năm ngày mười_bảy tháng sáu đến thành_phố đồng_hới khoảng 7 giờ buổi tối,O O O O O O O O B-fromloc.city_name O B-toloc.city_name O B-depart_date.day_name I-depart_date.day_name B-depart_date.day_number I-depart_date.day_number B-depart_date.month_name I-depart_date.month_name O B-toloc.city_name I-toloc.city_name B-arrive_time.time_relative B-arrive_time.time I-arrive_time.time B-arrive_time.period_of_day I-arrive_time.period_of_day,flight
cho tôi biết các chuyến bay từ đà_nẵng đến thành_phố vinh,O O O O O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name,flight
giá vé hạng phổ_thông tiết_kiệm từ hà_nội đến rạch_giá là bao_nhiêu,O O O B-economy B-class_type O B-fromloc.city_name O B-toloc.city_name O O,airfare
lịch_trình các chuyến bay buổi sáng của jetstar đến hạ_long,B-flight_time O O O B-depart_time.period_of_day I-depart_time.period_of_day O B-airline_name O B-toloc.city_name,flight_time
những chuyến bay nào đi từ hạ_long đến washington dc vào thứ năm,O O O O O O B-fromloc.city_name O B-toloc.city_name B-toloc.state_code O B-depart_date.day_name I-depart_date.day_name,flight
tôi muốn biết chuyến đi ngắn nhất giữa hà_nội và nam kinh,O O O O O B-flight_mod I-flight_mod O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name,flight
tôi có_thể có danh_sách các chuyến bay từ đà_nẵng đến sầm_sơn thanh_hoá vào thứ tư được không,O O O O O O O O B-fromloc.city_name O B-toloc.city_name B-toloc.state_name O B-depart_date.day_name I-depart_date.day_name O O,flight
bây_giờ tôi cần một chuyến bay vào thứ ba từ thành_phố hồ_chí_minh đến đà_nẵng,O O O O O O O B-depart_date.day_name I-depart_date.day_name O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name,flight
liệt_kê cho tôi các chuyến bay và thời_gian khởi_hành của các chuyến bay rời đà_lạt đi hà_nội sau 6 giờ chiều,O O O O O O O B-flight_time I-flight_time O O O O O B-fromloc.city_name O B-toloc.city_name B-depart_time.time_relative B-depart_time.time I-depart_time.time I-depart_time.time,flight
dli có phải ở đà_lạt không,B-airport_code O O O B-city_name O,city
hiển_thị cho tôi biết tất_cả các chuyến bay hàng ngày giữa cà_mau và tuy_hoà,O O O O O O O O B-flight_days I-flight_days O B-fromloc.city_name O B-toloc.city_name,flight
tôi muốn bay từ thành_phố hồ_chí_minh đến hà_nội với một điểm dừng ở đà_lạt và tôi muốn bay bằng hãng hàng_không jetstar,O O O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name O O O O O B-stoploc.city_name O O O O O B-airline_name I-airline_name I-airline_name,flight
cho tôi biết các chuyến bay từ hạ_long đến đà_nẵng,O O O O O O O B-fromloc.city_name O B-toloc.city_name,flight
chuyến bay một_chiều nào rẻ nhất từ buôn_ma_thuột đến hạ_long,O O B-round_trip O B-cost_relative I-cost_relative O B-fromloc.city_name O B-toloc.city_name,flight
các chuyến bay từ huế đến đà_lạt lâm_đồng vào các ngày trong tuần,O O O O B-fromloc.city_name O B-toloc.city_name B-toloc.state_name O O B-flight_mod I-flight_mod I-flight_mod,flight
vui_lòng cho tôi biết các chuyến bay từ singapore đến hà_nội,O O O O O O O O B-fromloc.city_name O B-toloc.city_name,flight
có chuyến bay nào từ hà_nội đến new york dừng ở washington dc không,O O O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O O B-stoploc.city_name B-stoploc.state_code O,flight
hiển_thị tất_cả các chuyến bay không dừng từ hạ_long đến thành_phố hồ_chí_minh,O O O O O B-flight_stop I-flight_stop O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name,flight
tôi muốn bay từ đài_bắc đến đà_nẵng với một điểm dừng ở hà_nội,O O O O B-fromloc.city_name O B-toloc.city_name O O O O O B-stoploc.city_name,flight
hiển_thị các chuyến bay rời thành_phố vinh đi hạ_long khởi_hành sớm vào sáng thứ năm,O O O O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name O B-depart_time.period_mod O B-depart_time.period_of_day B-depart_date.day_name I-depart_date.day_name,flight
các chuyến bay hàng ngày từ quy nhơn đến hồ_chí_minh,O O O B-flight_days I-flight_days O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name,flight
cho tôi biết các chuyến bay khởi_hành từ đà_nẵng đến đà_lạt,O O O O O O O O B-fromloc.city_name O B-toloc.city_name,flight
vui_lòng liệt_kê tất_cả các chuyến bay từ hà_nội đến thành_phố hồ_chí_minh khởi_hành trước 10 giờ sáng,O O O O O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O B-depart_time.time_relative B-depart_time.time I-depart_time.time I-depart_time.time,flight
vui_lòng liệt_kê thời_gian bay từ quy nhơn đến hà_nội,O O B-flight_time I-flight_time O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name,flight_time
bạn có_thể cho tôi biết các chuyến bay từ buôn_ma_thuột đến hà_nội vào ngày thứ tư của tuần tới mà sẽ đến trước giữa trưa được không,O O O O O O O O O B-fromloc.city_name O B-toloc.city_name O O B-depart_date.day_name I-depart_date.day_name O O B-depart_date.date_relative O O O B-arrive_time.time_relative B-arrive_time.time I-arrive_time.time O O,flight
cho tôi biết tất_cả các chuyến bay từ hạ_long đến thành_phố hồ_chí_minh khởi_hành từ hạ_long sau 5 giờ chiều ngày_mai,O O O O O O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O O B-fromloc.city_name B-depart_time.time_relative B-depart_time.time I-depart_time.time I-depart_time.time B-depart_date.today_relative,flight
giá vé vào ngày 7 tháng 11 của chuyến bay một_chiều từ thành_phố hồ_chí_minh đến cần_thơ là bao_nhiêu,O O O B-depart_date.day_number I-depart_date.day_number B-depart_date.month_name I-depart_date.month_name O O O B-round_trip O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name O O,airfare
cho tôi xem tất_cả thông_tin về các chuyến bay từ đà_nẵng đến đà_lạt được gán mã là vn 1055 vn 405,O O O O O O O O O O B-fromloc.city_name O B-toloc.city_name O O O O B-airline_code B-flight_number B-airline_code B-flight_number,flight
cho tôi biết các chuyến bay còn chỗ từ đà_lạt đến đà_nẵng ngày mùng ba tháng tám,O O O O O O O O O B-fromloc.city_name O B-toloc.city_name B-depart_date.day_number I-depart_date.day_number I-depart_date.day_number B-depart_date.month_name I-depart_date.month_name,flight
từ đà_nẵng đến havana với một điểm dừng chân tại tokyo,O B-fromloc.city_name O B-toloc.city_name O O O O O O B-stoploc.city_name,flight
chuyến bay cuối_cùng từ cần_thơ đến hà_nội,O O B-flight_mod O B-fromloc.city_name O B-toloc.city_name,flight
vui_lòng liệt_kê tất_cả các chuyến bay vietnam airlines giữa buôn_ma_thuột và đà_nẵng,O O O O O O B-airline_name I-airline_name O B-fromloc.city_name O B-toloc.city_name,flight
"tôi muốn đi từ buôn_ma_thuột đến cần_thơ vào khoảng nửa_đêm , bạn có_thể cho tôi biết các chuyến bay được không",O O O O B-fromloc.city_name O B-toloc.city_name O B-depart_time.time_relative B-depart_time.period_of_day O O O O O O O O O O O,flight
cho tôi biết các chuyến bay giữa atlanta và washington dc vào các ngày thứ tư,O O O O O O O B-fromloc.city_name O B-toloc.city_name B-toloc.state_code O O O B-depart_date.day_name I-depart_date.day_name,flight
có những chuyến bay hạng nhất nào từ huế đến rạch_giá vào ngày hai_mươi tháng bảy năm 2021,O O O O B-class_type I-class_type O O B-fromloc.city_name O B-toloc.city_name O B-depart_date.day_number I-depart_date.day_number B-depart_date.month_name I-depart_date.month_name B-depart_date.year I-depart_date.year,flight
chuyến bay đầu_tiên từ hà_nội đến thành_phố hồ_chí_minh vào thứ_bảy,O O B-flight_mod O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O B-depart_date.day_name,flight
tôi muốn xem các chuyến bay từ đà_nẵng đến thành_phố vinh,O O O O O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name,flight
dad là gì,B-airport_code O O,abbreviation
mã y có nghĩa là gì,O B-fare_basis_code O O O O,abbreviation
có chuyến bay vna nào từ cam_ranh đến hà_nội không,O O O B-airline_code O O B-fromloc.city_name O B-toloc.city_name O,flight
liệt_kê các chuyến bay đến hạ_long từ đà_nẵng trước trưa ngày mùng 4 tháng 8,O O O O O B-toloc.city_name O B-fromloc.city_name B-arrive_time.time_relative B-arrive_time.time B-arrive_date.day_number I-arrive_date.day_number I-arrive_date.day_number B-arrive_date.month_name I-arrive_date.month_name,flight
"xin chào , tôi cần đi từ quy nhơn đến pleiku trên hãng hàng_không jetstar khởi_hành khoảng 6 rưỡi tối",O O O O O O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name O B-airline_name I-airline_name I-airline_name O B-depart_time.time_relative B-depart_time.time I-depart_time.time I-depart_time.time,flight
chuyến bay buổi chiều muộn nhất khởi_hành từ thành_phố hồ_chí_minh và đến hà_nội vào ngày 9 tháng 11,O O B-depart_time.period_of_day I-depart_time.period_of_day B-flight_mod I-flight_mod O O B-fromloc.city_name I-fromloc.city_name O O B-toloc.city_name O B-arrive_date.day_number I-arrive_date.day_number B-arrive_date.month_name I-arrive_date.month_name,flight
cho tôi xem tất_cả các chuyến bay của vietnam airlines khởi_hành từ đà_lạt,O O O O O O O O B-airline_name I-airline_name O O B-fromloc.city_name,flight
cho tôi xem các chuyến bay,O O O O O O,flight
"vào ngày 8 tháng 4 , tôi muốn đặt một chuyến bay từ phú_quốc đến đà_nẵng",O B-depart_date.day_number I-depart_date.day_number B-depart_date.month_name I-depart_date.month_name O O O O O O O O B-fromloc.city_name O B-toloc.city_name,flight
tôi cần một chuyến bay từ thanh_hoá đến thành_phố hồ_chí_minh,O O O O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name,flight
dịch_vụ nào mà vietnam airlines có giữa hà_nội và thành_phố hồ_chí_minh,O O O B-airline_name I-airline_name O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name,flight
có bao_nhiêu chuyến bay hạng nhất của vietnam airlines sẽ khởi_hành từ tất_cả các sân_bay hôm_nay,O O O O B-class_type I-class_type O B-airline_name I-airline_name O O O O O O B-depart_date.today_relative,quantity
thông_tin về các chuyến bay buổi chiều từ thành_phố huế đến cần_thơ,O O O O O B-depart_time.period_of_day I-depart_time.period_of_day O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name,flight
lịch_trình của các chuyến bay từ hà_nội đến huế vào thứ hai tới,B-flight_time O O O O O B-fromloc.city_name O B-toloc.city_name O B-depart_date.day_name I-depart_date.day_name B-depart_date.date_relative,flight_time
vui_lòng cho tôi biết các chuyến bay từ đà_lạt đến huế,O O O O O O O O B-fromloc.city_name O B-toloc.city_name,flight
tôi cần một chuyến bay từ tuy_hoà đến phú_quốc hôm_nay,O O O O O O B-fromloc.city_name O B-toloc.city_name B-depart_date.today_relative,flight
bạn có_thể liệt_kê các chuyến bay muộn nhất từ đà_lạt đến rạch_giá vào thứ tư không,O O O O O O B-flight_mod I-flight_mod O B-fromloc.city_name O B-toloc.city_name O B-depart_date.day_name I-depart_date.day_name O,flight
"câu hỏi của tôi là tôi muốn đến thành_phố hồ_chí_minh và tôi sống ở huế và tôi muốn bay trên các chuyến bay của vietnam airlines , bạn có chuyến bay nào sớm không",O O O O O O O O B-toloc.city_name I-toloc.city_name O O O O B-fromloc.city_name O O O O O O O O O B-airline_name I-airline_name O O O O O O B-flight_mod O,flight
vui_lòng cho tôi biết các chuyến bay từ hà_nội đến bern,O O O O O O O O B-fromloc.city_name O B-toloc.city_name,flight
cho tôi biết các chuyến bay từ đà_nẵng đến cần_thơ,O O O O O O O B-fromloc.city_name O B-toloc.city_name,flight
cho tôi biết tất_cả các chuyến bay jetstar rời buôn_ma_thuột trong khoảng 12 đến 4 giờ vào buổi chiều,O O O O O O O B-airline_name O B-fromloc.city_name O O B-depart_time.start_time O B-depart_time.end_time I-depart_time.end_time O B-depart_time.period_of_day I-depart_time.period_of_day,flight
có hãng hàng_không nào có chuyến bay buổi chiều từ hạ_long đến huế không,O O O O O O O B-depart_time.period_of_day I-depart_time.period_of_day O B-fromloc.city_name O B-toloc.city_name O,airline
tôi muốn biết thông_tin về bất_kỳ chuyến bay nào từ sài_gòn đến phú_quốc đến phú_quốc trước 8 giờ buổi sáng thứ ba,O O O O O O O O O O B-fromloc.city_name O B-toloc.city_name O B-toloc.city_name B-arrive_time.time_relative B-arrive_time.time I-arrive_time.time B-arrive_time.period_of_day I-arrive_time.period_of_day B-arrive_date.day_name I-arrive_date.day_name,flight
